time,x,y,z
0.88000000,0.36284886,0.77073888,0.00000000
0.90000000,0.37839003,0.78332691,0.00000000
0.92000000,0.39417984,0.79560162,0.00000000
0.94000000,0.41021197,0.80755810,0.00000000
0.96000000,0.42648001,0.81919157,0.00000000
0.98000000,0.44297745,0.83049737,0.00000000
1.00000000,0.45969769,0.84147098,0.00000000
1.02000000,0.47663405,0.85210802,0.00000000
1.04000000,0.49377974,0.86240423,0.00000000
1.06000000,0.51112792,0.87235548,0.00000000
1.08000000,0.52867164,0.88195781,0.00000000
1.10000000,0.54640388,0.89120736,0.00000000
1.12000000,0.56431755,0.90010044,0.00000000
1.14000000,0.58240550,0.90863350,0.00000000
1.16000000,0.60066047,0.91680311,0.00000000
1.18000000,0.61907518,0.92460601,0.00000000
1.20000000,0.63764225,0.93203909,0.00000000
1.22000000,0.65635425,0.93909936,0.00000000
1.24000000,0.67520372,0.94578400,0.00000000
1.26000000,0.69418309,0.95209034,0.00000000
1.28000000,0.71328479,0.95801586,0.00000000
1.30000000,0.73250117,0.96355819,0.00000000
1.32000000,0.75182455,0.96871510,0.00000000
1.34000000,0.77124719,0.97348454,0.00000000
1.36000000,0.79076133,0.97786460,0.00000000
1.38000000,0.81035917,0.98185353,0.00000000
1.40000000,0.83003286,0.98544973,0.00000000
1.42000000,0.84977453,0.98865176,0.00000000
1.44000000,0.86957629,0.99145835,0.00000000
1.46000000,0.88943022,0.99386836,0.00000000
1.48000000,0.90932838,0.99588084,0.00000000
1.50000000,0.92926280,0.99749499,0.00000000
1.52000000,0.94922552,0.99871014,0.00000000
1.54000000,0.96920854,0.99952583,0.00000000
1.56000000,0.98920388,0.99994172,0.00000000
1.58000000,1.00920354,0.99995765,0.00000000
1.60000000,1.02919952,0.99957360,0.00000000
1.62000000,1.04918382,0.99878974,0.00000000
1.64000000,1.06914845,0.99760638,0.00000000
1.66000000,1.08908542,0.99602399,0.00000000
1.68000000,1.10898675,0.99404320,0.00000000
1.70000000,1.12884449,0.99166481,0.00000000
1.72000000,1.14865070,0.98888977,0.00000000
1.74000000,1.16839745,0.98571918,0.00000000
1.76000000,1.18807684,0.98215432,0.00000000
1.78000000,1.20768100,0.97819661,0.00000000
1.80000000,1.22720209,0.97384763,0.00000000
1.82000000,1.24663231,0.96910913,0.00000000
1.84000000,1.26596388,0.96398300,0.00000000
1.86000000,1.28518906,0.95847128,0.00000000
1.88000000,1.30430017,0.95257619,0.00000000
1.90000000,1.32328957,0.94630009,0.00000000
1.92000000,1.34214965,0.93964547,0.00000000
1.94000000,1.36087288,0.93261501,0.00000000
1.96000000,1.37945176,0.92521152,0.00000000
